GeneID	Chr	GeneName	Start	Stop	CodingLength	NTG.7_GeneCount	NTG.7_RPKM	NTG.8_GeneCount	NTG.8_RPKM	NTG.9_GeneCount	NTG.9_RPKM	NTG.10_GeneCount	NTG.10_RPKM	AD.16_GeneCount	AD.16_RPKM	AD.17_GeneCount	AD.17_RPKM	AD.18_GeneCount	AD.18_RPKM	AD.19_GeneCount	AD.19_RPKM	AD.20_GeneCount	AD.20_RPKM	AD.CP2.21_GeneCount	AD.CP2.21_RPKM	AD.CP2.22_GeneCount	AD.CP2.22_RPKM	AD.CP2.23_GeneCount	AD.CP2.23_RPKM	AD.CP2.24_GeneCount	AD.CP2.24_RPKM	AD.CP2.25_GeneCount	AD.CP2.25_RPKM
ENSMUSG00000079671	chr1	2610203C22Rik	9560832	9631175	4910	1808	3.384196403	1597	3.740410586	1756	3.548642333	1832	3.311209618	1956	3.791825709	2217	4.40451404	1887	3.034361127	1308	2.754473696	2192	3.977856469	1436	2.796585398	1431	2.784499698	1491	3.148147285	2649	4.251848112	1893	3.944405016
ENSMUSG00000081441	chr1	Gm6161	9574548	9575649	1102	3	0.025001888	3	0.031284559	4	0.035990852	3	0.024142202	1	0.008631255	3	0.026536765	4	0.028638468	3	0.028128499	6	0.048479065	3	0.026012933	9	0.077973041	3	0.028202855	6	0.042878685	3	0.027832138
ENSMUSG00000067879	chr1	3110035E14Rik	9601199	9627143	3256	15460	43.6333742	14957	52.82153657	16818	51.24650374	16658	45.39794966	20463	59.81374517	21339	63.92320543	19899	48.24794201	12379	39.30688462	22123	60.53475008	15463	45.40666207	14803	43.43196273	14488	46.1251734	25163	60.89903022	16940	53.22264698
ENSMUSG00000099827	chr1	Gm29520	9639255	9640582	1067	0	0	2	0.021539868	0	0	2	0.016622253	0	0	0	0	0	0	0	0	0	0	2	0.017910278	0	0	0	0	0	0	0	0
ENSMUSG00000025912	chr1	Mybl1	9667415	9700209	5402	588	1.000390194	374	0.796197721	430	0.789843666	503	0.826350239	547	0.963833039	440	0.794547652	768	1.122513448	516	0.987678394	447	0.737311569	553	0.978889666	510	0.902012766	471	0.903926821	526	0.767390634	542	1.026514626
ENSMUSG00000045210	chr1	Vcpip1	9718622	9748382	9749	9251	8.721900599	6998	8.255694582	7913	8.054604154	9926	9.036511277	8228	8.034134866	8550	8.555861362	10508	8.511003095	7043	7.470572627	9205	8.413906278	8470	8.308495224	8103	7.941795478	8009	8.51767394	11763	9.509971142	9429	9.896049128
ENSMUSG00000097893	chr1	1700034P13Rik	9747648	9791922	3051	1134	3.415510249	796	2.999941832	954	3.102212169	1202	3.495836223	878	2.738794437	1111	3.55166315	1072	2.773802633	858	2.907391913	997	2.911314491	952	2.983293618	1001	3.13420229	1003	3.407718695	1406	3.631336619	1196	4.010028627
ENSMUSG00000025915	chr1	Sgk3	9798107	9900845	14311	1509	0.969205745	999	0.802877812	989	0.685809688	1379	0.85525393	1758	1.169413205	1439	0.980985766	1429	0.788491836	1114	0.804981098	1473	0.917235621	1198	0.800571399	1285	0.857986147	1027	0.744076261	1510	0.831653343	1416	1.012427069
ENSMUSG00000046334	chr1	Gm6195	9802197	9802553	357	12	0.30812383	9	0.289163703	8	0.221776034	9	0.223146779	14	0.37230122	15	0.408799609	16	0.352941117	15	0.433320317	18	0.448092806	10	0.267153306	7	0.186849736	9	0.260679462	16	0.352291913	5	0.142918286
ENSMUSG00000088916	chr1	Gm22607	9834498	9834602	105	0	0	1	0.108512165	2	0.187254293	1	0.083738519	0	0	0	0	3	0.223501627	1	0.097565203	0	0	0	0	2	0.180302441	0	0	0	0	0	0
ENSMUSG00000046101	chr1	Mcmdc2	9908638	9942085	5916	292	0.453636875	159	0.309086368	246	0.412611368	229	0.343530303	145	0.233300615	158	0.260530011	169	0.225553949	131	0.228965762	256	0.385582122	174	0.281249176	146	0.235791835	130	0.227818567	130	0.173183894	233	0.402953725
ENSMUSG00000098234	chr1	Snhg6	9941959	9944118	1146	905	7.252909006	550	5.515483213	647	5.598201348	744	5.757588966	570	4.731086497	545	4.6359135	653	4.495883649	345	3.110688307	628	4.879493219	520	4.335942414	446	3.715770789	501	4.529201485	528	3.628575989	537	4.790840259
ENSMUSG00000093178	chr1	Snord87	9942463	9942549	87	18	1.880255642	1	0.130707836	9	1.015003381	4	0.403467409	6	0.649109595	17	1.884813956	3	0.269217869	6	0.705130334	4	0.405094001	3	0.326048467	11	1.19450367	6	0.706994298	10	0.895742222	2	0.23256703
ENSMUSG00000099032	chr1	Tcf24	9960163	9967932	4193	66	0.14465804	46	0.126157682	75	0.17747635	56	0.118519754	77	0.174788055	94	0.218676275	154	0.289973022	93	0.22932708	100	0.212495661	91	0.207518369	109	0.248356509	78	0.192847276	116	0.218019471	65	0.158593635
ENSMUSG00000104025	chr1	RP23-228G18.3	9967314	9968687	1374	8	0.053482827	11	0.092018316	11	0.07939582	12	0.077465742	9	0.062314521	7	0.049670391	13	0.074663089	17	0.127863634	8	0.051852032	8	0.055645605	1	0.00694984	12	0.09049527	16	0.091724004	8	0.05953716
ENSMUSG00000025916	chr1	Ppp1r42	9968624	10009136	1523	25	0.150793322	33	0.249065325	16	0.10419399	31	0.180554313	32	0.199900768	33	0.21126678	36	0.186544665	18	0.122148562	24	0.140347528	22	0.138064268	28	0.175570093	14	0.095255575	40	0.206890592	28	0.188006943
ENSMUSG00000087199	chr1	Gm15818	9982387	9992366	656	0	0	2	0.03501458	2	0.030211499	0	0	2	0.028981047	1	0.014850356	0	0	4	0.062964454	0	0	2	0.029114424	4	0.058179783	2	0.031565448	0	0	2	0.031150531
ENSMUSG00000095780	chr1	Gm24674	10009814	10009917	104	2	0.175092589	0	0	1	0.094518833	4	0.338144114	1	0.090669277	0	0	2	0.150420143	0	0	0	0	2	0.182173112	1	0.091009803	0	0	4	0.300286916	3	0.29236998
ENSMUSG00000025917	chr1	Cops5	10024601	10038168	3766	6564	16.017695	4759	14.53129703	4923	12.97005648	5447	12.83491198	4998	12.6313591	5969	15.45995404	7356	15.42095963	5027	13.80111213	5343	12.64061043	5060	12.84690393	5252	13.32313942	5140	14.14864441	6050	12.65975999	4568	12.40884322
ENSMUSG00000056763	chr1	Cspp1	10037987	10136768	17553	2164	1.133204342	1476	0.96715161	2002	1.131867607	1993	1.007772132	2308	1.251725676	2082	1.157195859	2413	1.085541742	1997	1.176529417	2186	1.109820025	2293	1.24931381	2158	1.174769931	1645	0.97171105	2682	1.204338021	2241	1.306371163
ENSMUSG00000102356	chr1	RP23-228G18.5	10057025	10057944	920	4	0.039923392	0	0	4	0.043103051	0	0	4	0.041347553	4	0.042374306	2	0.017148876	5	0.056145014	1	0.009676513	8	0.083075686	4	0.041502842	4	0.045034744	11	0.094145328	2	0.022221388
ENSMUSG00000102638	chr1	RP23-228G18.6	10062258	10064079	1822	103	0.519370913	69	0.435358189	120	0.653284312	56	0.272666949	100	0.522231161	83	0.444215454	90	0.389871187	95	0.538936697	59	0.288432262	89	0.466924775	63	0.330241278	51	0.290088719	146	0.631294354	132	0.740948606
ENSMUSG00000067851	chr1	Arfgef1	10137571	10232670	11318	10367	8.41922481	8453	8.589880153	9041	7.927131471	12082	9.474622411	10705	9.00384608	11148	9.609286451	13320	9.293118284	9247	8.448772523	11598	9.131739995	10442	8.823059518	10390	8.771724097	9747	8.929152478	14448	10.06156161	10761	9.728489042
ENSMUSG00000088153	chr1	Gm26348	10166539	10166778	240	9	0.343283188	2	0.095454685	12	0.494164855	5	0.184155249	3	0.118509636	1	0.040484166	4	0.131071494	6	0.257474977	9	0.332815819	1	0.039685014	7	0.277561019	6	0.258155594	9	0.294368398	12	0.509524447
ENSMUSG00000102556	chr1	RP24-327F2.1	10197081	10198802	1722	20	0.10670181	17	0.113487477	7	0.04031999	11	0.056668086	12	0.066304869	13	0.073613983	8	0.036666547	10	0.060022702	4	0.020689653	10	0.055508348	6	0.033276945	6	0.036108821	16	0.073198204	7	0.041573213
ENSMUSG00000042501	chr1	Cpa6	10324720	10719945	6840	34	0.045686343	29	0.048759888	52	0.075438215	29	0.037627862	38	0.05288268	30	0.042786218	59	0.068107936	50	0.075587718	37	0.048201508	29	0.04054357	24	0.033525026	30	0.045472517	29	0.033415205	40	0.059833061
ENSMUSG00000103810	chr1	RP23-418C16.1	10449245	10451989	2745	0	0	2	0.008377487	2	0.007228316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083422	chr1	Gm15604	10554098	10555553	1456	6	0.037854609	0	0	5	0.034057919	3	0.018276492	1	0.006534162	1	0.00669642	4	0.021680323	1	0.007098086	1	0.006116725	0	0	9	0.059028321	1	0.00711685	0	0	1	0.007023301
ENSMUSG00000094979	chr1	Gm25253	10555554	10555660	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081417	chr1	Gm15603	10695123	10695614	492	0	0	0	0	0	0	1	0.018004631	0	0	1	0.019790434	0	0	0	0	0	0	0	0	0	0	0	0	1	0.015988908	2	0.041512979
ENSMUSG00000103448	chr1	RP24-88A10.2	10782456	10784377	1922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100212	chr1	Gm5522	10805281	10806522	1242	24	0.177487258	5	0.04626826	10	0.079842941	17	0.121397273	15	0.114886654	13	0.102040943	29	0.184243498	13	0.108161585	21	0.150565912	8	0.061554873	12	0.092254507	11	0.091763272	8	0.050732303	11	0.090557074
ENSMUSG00000100648	chr1	Gm28659	10868688	10869446	759	0	0	0	0	0	0	0	0	0	0	0	0	4	0.041563461	0	0	0	0	0	0	0	0	1	0.01364375	0	0	0	0
ENSMUSG00000088585	chr1	Gm22963	10921670	10921760	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048960	chr1	Prex2	10993465	11303681	16609	9531	5.274677417	6585	4.560058796	7691	4.59537366	10234	5.468987364	6944	3.980059184	6139	3.606037516	7406	3.521108237	6751	4.203386209	7342	3.939337957	7723	4.446926817	7713	4.437426518	6890	4.301272155	10558	5.010461657	7588	4.674751314
ENSMUSG00000077318	chr1	Gm24173	11134111	11134238	128	0	0	2	0.17833007	0	0	0	0	0	0	0	0	4	0.24487	0	0	0	0	0	0	0	0	2	0.160763561	0	0	0	0
ENSMUSG00000101827	chr1	Gm28686	11223566	11224174	609	0	0	2	0.037712425	4	0.065078541	2	0.029102567	2	0.031214013	1	0.015994564	4	0.051783984	2	0.033907907	0	0	0	0	4	0.062662488	0	0	0	0	6	0.10065196
ENSMUSG00000103494	chr1	RP23-366M5.2	11363926	11366964	3039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.006732204
ENSMUSG00000057715	chr1	A830018L16Rik	11414105	11975901	9183	8030	8.03731034	6310	7.902814348	6636	7.171040149	7682	7.424608659	6985	7.240757218	6808	7.23252447	7615	6.547919516	5396	6.076323473	7252	7.03727323	5934	6.179584097	5903	6.142121223	5860	6.61626778	8781	7.536640848	6772	7.545463054
ENSMUSG00000103825	chr1	RP23-2K13.1	11416918	11419388	2471	17	0.063216074	5	0.023265149	9	0.036132807	13	0.046679482	14	0.05391741	2	0.007893757	4	0.01277841	15	0.062754318	9	0.03244685	20	0.077379356	8	0.030925661	19	0.079698926	7	0.022321085	12	0.049674511
ENSMUSG00000099845	chr1	Gm29273	11608139	11608400	262	0	0	6	0.262409647	0	0	0	0	2	0.072397521	0	0	0	0	0	0	1	0.03388619	0	0	0	0	2	0.07885361	4	0.119886411	0	0
ENSMUSG00000103561	chr1	RP24-239K20.1	11704207	11706350	2144	2	0.008570966	0	0	1	0.004626796	5	0.020690636	0	0	0	0	7	0.025771283	2	0.009642808	8	0.033238482	3	0.013376347	2	0.008910051	3	0.014502447	4	0.01469936	2	0.009541212
ENSMUSG00000101610	chr1	Gm7560	12120960	12121832	873	1	0.010517575	2	0.026321029	0	0	2	0.02031186	1	0.010892762	0	0	2	0.01807107	3	0.035498552	1	0.010196874	0	0	4	0.043734688	0	0	1	0.009018915	1	0.01170818
ENSMUSG00000093864	chr1	Gm22633	12374936	12375042	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.082519148	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098555	chr1	Mir6341	12425986	12426106	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097628	chr1	Gm2383	12565577	12566383	807	1	0.011376684	1	0.014235507	3	0.036848308	1	0.010985499	2	0.023565035	0	0	0	0	0	0	2	0.022059574	0	0	1	0.011826769	1	0.01283323	1	0.009755608	2	0.025329082
ENSMUSG00000098163	chr1	Gm6216	12655867	12656553	687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097171	chr1	Gm17644	12667563	12673090	3200	0	0	0	0	1	0.00310043	1	0.002772972	2	0.005948312	0	0	1	0.00246706	3	0.009692513	0	0	1	0.002987844	0	0	2	0.006478757	4	0.009850086	2	0.006393595
ENSMUSG00000101314	chr1	Gm29663	12670324	12671176	853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.010435677	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016918	chr1	Sulf1	12692277	12861192	11294	1632	1.328192387	1495	1.522436729	908	0.797824309	2483	1.951289125	3085	2.60026963	3220	2.781453963	3059	2.138742708	2003	1.833983962	2813	2.219534959	2684	2.272688195	2969	2.511894747	1639	1.504665805	2976	2.076884807	2378	2.154400482
ENSMUSG00000025938	chr1	Slco5a1	12866549	12992650	13137	195	0.136437082	145	0.126947175	207	0.156368309	178	0.12026019	633	0.458694891	193	0.143327753	226	0.135845258	199	0.156647922	199	0.134990222	222	0.161609653	202	0.146926315	182	0.143644653	247	0.148194953	232	0.180700581
ENSMUSG00000104518	chr1	RP24-178B14.2	13059401	13059951	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069620	chr1	Gm5250	13062025	13062345	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099498	chr1	Gm29283	13068838	13078662	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042414	chr1	Prdm14	13113457	13127163	2564	0	0	0	0	0	0	0	0	0	0	2	0.007607551	0	0	2	0.008063869	0	0	2	0.007457379	2	0.007451095	0	0	0	0	0	0
ENSMUSG00000005886	chr1	Ncoa2	13139105	13374083	15642	9273	5.449131418	7920	5.823571766	9242	5.863454651	11588	6.57536069	10282	6.25758856	9236	5.760578758	11333	5.721239699	8643	5.714066458	10778	6.14039949	9694	5.926885674	9354	5.714191564	8704	5.769606179	13081	6.591535845	10275	6.721444359
ENSMUSG00000103506	chr1	RP23-93D12.2	13177462	13179714	2253	29	0.118269062	20	0.102061132	15	0.066045769	24	0.09451233	22	0.09292193	9	0.038957478	17	0.059560771	18	0.082588469	15	0.05930835	30	0.127294876	17	0.072072981	8	0.036803016	21	0.073439735	22	0.099877944
ENSMUSG00000103495	chr1	RP23-93D12.1	13234809	13236434	1626	20	0.112997676	6	0.042417786	18	0.109797539	10	0.054556134	13	0.07606857	4	0.023986931	14	0.067952554	13	0.08263359	19	0.10407455	13	0.076418653	9	0.052860642	7	0.044612629	16	0.077517213	14	0.088052422
ENSMUSG00000099183	chr1	Gm27881	13262198	13262279	82	2	0.221502673	0	0	0	0	0	0	2	0.229404194	1	0.11755041	0	0	0	0	5	0.536871568	0	0	3	0.345398652	2	0.249861439	0	0	0	0
ENSMUSG00000102639	chr1	RP23-125I14.4	13289812	13290506	695	9	0.118866736	2	0.033052556	4	0.057037227	6	0.076519681	2	0.027357109	0	0	0	0	0	0	2	0.025609391	2	0.027483013	4	0.054919709	2	0.029796695	2	0.022650953	7	0.102917594
ENSMUSG00000104170	chr1	RP23-125I14.3	13297036	13298907	1872	35	0.171773963	16	0.098257679	24	0.127168959	9	0.042651653	7	0.035580309	8	0.04167297	2	0.008432523	10	0.055215759	20	0.095163567	5	0.025531469	2	0.010203982	0	0	15	0.063127589	16	0.087414409
ENSMUSG00000087782	chr1	Gm23169	13334498	13334609	112	8	0.650786614	0	0	2	0.175654469	0	0	0	0	1	0.086342336	2	0.139770929	3	0.274564024	0	0	1	0.08463795	0	0	0	0	3	0.209270749	0	0
ENSMUSG00000103085	chr1	RP23-125I14.2	13343563	13348204	4642	116	0.229660536	52	0.128821679	92	0.196651288	42	0.080293751	51	0.104573331	36	0.075649499	33	0.056128128	46	0.102461325	62	0.119006724	28	0.057677035	30	0.061744751	35	0.078165785	58	0.09846798	112	0.246842628
ENSMUSG00000102664	chr1	RP23-125I14.1	13354483	13356730	2248	38	0.155317792	27	0.138088847	42	0.185339286	49	0.19339167	18	0.076196057	18	0.078088178	24	0.084272735	39	0.179339507	38	0.150581852	37	0.157346051	14	0.059486177	11	0.05071665	35	0.122671678	60	0.272999982
ENSMUSG00000101476	chr1	Gm29570	13376070	13388413	681	3	0.040435605	2	0.033731054	0	0	7	0.091105544	5	0.069796731	2	0.028611977	4	0.046317053	5	0.075820466	2	0.026135097	10	0.1402359	5	0.070058866	2	0.030408357	8	0.092463713	0	0
ENSMUSG00000101171	chr1	Gm7593	13407012	13407655	644	1	0.014251722	1	0.017833007	0	0	0	0	3	0.044280344	0	0	0	0	0	0	1	0.01381716	0	0	0	0	0	0	1	0.012220979	0	0
ENSMUSG00000025935	chr1	Tram1	13564698	13589910	3162	2617	7.605567031	2108	7.665768683	2238	7.022124773	2710	7.605035378	2714	8.168834584	3196	9.858476792	4253	10.61845891	3075	10.05418212	3182	8.965602425	3333	10.0781241	3387	10.2327763	2431	7.969537161	3323	8.281268525	2517	8.143007714
ENSMUSG00000025937	chr1	Lactb2	13623330	13660546	4566	1738	3.498209607	1235	3.110428635	1416	3.077087836	1629	3.166075102	1446	3.014301792	1537	3.283561051	2126	3.676186608	1607	3.639030409	1794	3.500821118	1630	3.413502087	1670	3.4943221	1473	3.344406573	1999	3.450225656	1481	3.318370467
ENSMUSG00000102982	chr1	RP23-70F22.2	13641483	13642748	1266	51	0.370016106	30	0.272350976	46	0.360320415	33	0.231189691	53	0.398243508	33	0.25412042	46	0.286712427	75	0.612188924	41	0.288393677	46	0.347236042	34	0.256436463	43	0.351916131	57	0.354620599	53	0.428055496
ENSMUSG00000067813	chr1	Xkr9	13668771	13701723	1926	3	0.014310889	0	0	0	0	1	0.00460627	0	0	0	0	0	0	3	0.016100537	0	0	0	0	1	0.004959019	0	0	0	0	4	0.021241203
ENSMUSG00000077368	chr1	Gm26273	13774334	13774464	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097711	chr1	Gm5523	13785883	13786879	997	12	0.11052939	6	0.069152041	3	0.029833099	5	0.044470356	4	0.038157411	8	0.078209892	3	0.02373865	10	0.103626368	0	0	6	0.057499529	3	0.028725539	6	0.062340179	12	0.094779939	10	0.102534562
ENSMUSG00000102166	chr1	RP23-74B7.1	13846871	13849119	2249	0	0	0	0	0	0	2	0.007890029	0	0	0	0	2	0.007019607	2	0.00919281	0	0	4	0.017002824	2	0.008494248	0	0	2	0.007006695	0	0
ENSMUSG00000089358	chr1	Gm25491	13932378	13932685	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104209	chr1	RP24-335B5.1	14109215	14112819	3605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.002650036	0	0	0	0	0	0
ENSMUSG00000025932	chr1	Eya1	14168954	14310235	7808	886	1.04295451	837	1.232861614	854	1.085350722	1074	1.220787288	935	1.139897073	1158	1.446822907	1293	1.3075804	927	1.227679859	998	1.138973478	1027	1.257820303	1030	1.260431584	737	0.978631968	1204	1.215337173	807	1.05749649
ENSMUSG00000095853	chr1	Gm22616	14182578	14182677	100	1	0.091013474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102588	chr1	RP24-291C20.1	14255552	14255990	439	0	0	2	0.052283134	2	0.045111261	0	0	2	0.043273973	0	0	3	0.053843574	7	0.164530411	0	0	0	0	4	0.086872994	0	0	0	0	1	0.023256703
ENSMUSG00000054493	chr1	Gm9947	14752937	14776931	3566	109	0.28089917	106	0.3418118	98	0.272665768	134	0.333451618	77	0.205511944	137	0.374731065	156	0.345371732	86	0.249342415	96	0.239853807	83	0.22254537	114	0.305407162	92	0.267443502	159	0.351365999	94	0.269665611
ENSMUSG00000025930	chr1	Msc	14753346	14755992	2546	116	0.418654836	124	0.559985828	117	0.455894726	169	0.588964203	111	0.414900047	157	0.601413188	164	0.508487409	112	0.454768	97	0.339407381	100	0.375504058	134	0.502751447	119	0.484468282	170	0.526121069	142	0.570506008
ENSMUSG00000103492	chr1	RP23-398C14.1	14788645	14792965	4321	39	0.08294819	52	0.138389416	60	0.13777618	61	0.125278404	38	0.083704399	48	0.108357435	62	0.113284953	28	0.06699989	59	0.12165942	55	0.121708667	50	0.110551011	31	0.074374535	72	0.131314732	81	0.191779013
ENSMUSG00000081201	chr1	Smt3h2-ps4	14839869	14840156	288	0	0	1	0.03980031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082193	chr1	Rpl5-ps1	14865072	14865965	894	0	0	2	0.02570344	4	0.044355207	1	0.009917635	0	0	1	0.010901323	1	0.008823528	4	0.046220834	0	0	0	0	1	0.010677128	1	0.011585754	1	0.008807298	1	0.011433463
ENSMUSG00000032769	chr1	Trpa1	14872648	14918862	4263	59	0.127192611	62	0.167247174	37	0.086117652	47	0.097838954	23	0.051352323	45	0.102966881	70	0.129642126	39	0.094590655	35	0.073152528	32	0.071775522	36	0.080679422	49	0.119158826	64	0.118311918	51	0.122392217
ENSMUSG00000088159	chr1	Gm26345	15019040	15019159	120	0	0	0	0	0	0	0	0	1	0.078679951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073737	chr1	Gm10566	15268802	15269797	996	0	0	0	0	0	0	1	0.008902992	2	0.019097842	2	0.019572084	0	0	1	0.010373031	1	0.008938885	0	0	0	0	0	0	2	0.015812501	0	0
ENSMUSG00000092083	chr1	Kcnb2	15287254	15723750	15165	2735	1.657728281	2356	1.786851784	2846	1.862393708	2931	1.715441477	2214	1.389811866	2271	1.46099363	2913	1.516822398	2062	1.40610719	2811	1.651841173	2460	1.551342303	2416	1.522310889	2507	1.714078137	3318	1.724531168	2624	1.770490504
ENSMUSG00000102937	chr1	RP23-445B17.1	15364302	15365834	1533	4	0.02396965	5	0.037491165	5	0.032348362	4	0.023145458	11	0.068267937	6	0.038161737	7	0.036036116	16	0.107868699	6	0.034858154	5	0.031173691	6	0.037376908	3	0.020278846	6	0.030831284	11	0.073378385
ENSMUSG00000104149	chr1	RP24-66C10.4	15556249	15558337	2089	184	0.809279621	155	0.853040612	163	0.774014274	153	0.649794879	175	0.797152134	140	0.653557781	161	0.608337922	180	0.890690948	181	0.771810676	200	0.915223767	134	0.612683222	127	0.630093164	187	0.705279139	199	0.974333451
ENSMUSG00000088829	chr1	Gm25227	15685935	15686046	112	0	0	0	0	0	0	0	0	2	0.168500426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.069756916	0	0
ENSMUSG00000077377	chr1	Gm25168	15757832	15757963	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.071849845	0	0	0	0	0	0
ENSMUSG00000101652	chr1	Gm6060	15760122	15760668	251	0	0	2	0.091288012	0	0	0	0	1	0.037778865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.081213883
ENSMUSG00000100814	chr1	Gm28669	15760761	15760860	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.078044867	0	0
ENSMUSG00000025925	chr1	Terf1	15805646	15844052	4608	803	1.601533048	558	1.39255317	642	1.382407151	681	1.31150981	627	1.295120814	727	1.53896925	907	1.554053189	645	1.447284217	745	1.440549074	711	1.475388767	682	1.414018664	593	1.334121301	786	1.344254675	704	1.563028056
ENSMUSG00000104379	chr1	RP23-325F17.4	15853331	15856499	3169	167	0.484266332	127	0.460817278	117	0.36629775	198	0.554417676	90	0.270291693	104	0.320093103	133	0.331327649	93	0.303406238	118	0.331742595	101	0.30472332	126	0.379829558	107	0.350003066	158	0.392883276	166	0.535857913
ENSMUSG00000032719	chr1	Sbspon	15853862	15892722	2748	165	0.551742289	114	0.476995637	118	0.426005219	183	0.590891156	93	0.322075477	127	0.450745314	137	0.393560159	92	0.346109809	111	0.359854329	99	0.344432429	124	0.431046796	108	0.407376853	157	0.450184596	152	0.565808765
ENSMUSG00000088943	chr1	Gm23259	15879530	15879832	303	0	0	1	0.037836479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.031460817	0	0	0	0	2	0.05185876	0	0
ENSMUSG00000100652	chr1	Gm7634	16053335	16053887	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.055413083
ENSMUSG00000067795	chr1	4930444P10Rik	16065979	16093325	2063	38	0.169239203	23	0.128174738	15	0.072125563	26	0.111813642	27	0.124538469	26	0.122903965	31	0.118608906	17	0.085180473	43	0.185668084	30	0.139012912	37	0.17130479	24	0.120572671	45	0.171857519	29	0.143776904
ENSMUSG00000043716	chr1	Rpl7	16101295	16104662	2687	18039	61.68935959	12571	53.79288756	13428	49.57808182	13972	46.13817929	15741	55.75097988	17296	62.77961556	20938	61.5136123	16083	61.87833468	15169	50.29284224	14623	52.02963695	16020	56.95222855	13798	53.22727212	15327	44.94626528	11484	43.71844859
ENSMUSG00000025921	chr1	Rdh10	16105774	16133734	4160	860	1.89988714	746	2.062174476	839	2.001114306	996	2.124676245	994	2.274249558	872	2.044659566	1085	2.059194276	967	2.403419485	982	2.103256622	1011	2.323790756	958	2.200114426	753	1.876482824	1036	1.962581756	919	2.260052971
ENSMUSG00000104165	chr1	RP24-178O17.2	16208197	16210517	2321	12	0.047505741	9	0.044582518	12	0.051289289	14	0.053517641	8	0.032800255	10	0.04201845	15	0.051014583	17	0.075715976	14	0.053733399	20	0.082378022	10	0.041154304	24	0.107175708	29	0.098446777	8	0.035255639
ENSMUSG00000100868	chr1	Gm28095	16228506	16244062	1515	16	0.097017002	4	0.030349049	12	0.078557869	12	0.070260815	7	0.043959049	8	0.051486459	38	0.197947352	8	0.054574731	14	0.08230142	7	0.044161358	6	0.037820697	2	0.013679749	16	0.083192945	14	0.094499532
ENSMUSG00000025920	chr1	Stau2	16228674	16520112	6747	11104	15.12625602	8990	15.32388603	11262	16.56334702	12004	15.78999718	11825	16.68305286	12555	18.15281087	15796	18.48576174	10710	16.41402976	11649	15.38480742	11568	16.39558005	11886	16.83209321	10510	16.15009105	14375	16.79184811	10441	15.83316889
ENSMUSG00000089982	chr1	Gm7568	16253592	16267921	1003	4	0.036622952	3	0.034369391	6	0.059309627	6	0.053045516	5	0.047411723	8	0.077742502	10	0.078655951	15	0.154510631	7	0.062135933	7	0.066681891	4	0.03807183	4	0.041311752	8	0.062809016	8	0.081537445
