Gene,transcript_length,NTG-7,NTG-8,NTG-9,NTG-10,AD-16,AD-17,AD-18,AD-19,AD-20,AD-CP2-21,AD-CP2-22,AD-CP2-23,AD-CP2-24,AD-CP2-25
RP23-21P2.3,1031,14,3,8,2,11,8,13,15,1,10,8,7,5,13
RP23-21P2.2,3375,60,30,25,38,35,14,27,37,23,42,47,18,11,32
RP23-21P2.5,3433,58,42,34,42,55,15,63,45,47,44,41,28,39,50
RP23-21P2.6,2533,46,21,27,18,26,24,39,51,26,58,17,16,38,44
RP23-21P2.7,3105,40,26,17,17,41,21,25,28,29,19,32,24,26,42
RP23-21P2.8,3257,91,53,60,43,55,34,74,70,59,54,44,49,72,58
Gm25294,104,0,0,0,0,1,0,2,0,0,0,0,0,2,0
RP23-347F2.2,2935,21,4,20,13,8,8,8,12,6,15,6,8,23,20
Gm29214,570,4,8,8,0,6,0,4,5,4,6,3,4,3,2
RP23-347F2.1,2943,25,6,16,17,24,13,17,15,11,17,16,13,12,17
RP23-478K4.2,3995,56,18,38,19,20,16,28,25,14,21,12,26,38,31
RP23-478K4.1,5440,73,38,41,32,24,13,38,46,31,67,39,40,28,34
RP23-478K4.3,2741,28,22,28,21,20,9,22,42,33,27,19,15,8,27
RP23-184I13.2,3581,43,54,50,38,63,14,41,49,26,62,46,22,43,64
RP23-184I13.3,3691,72,43,38,28,37,30,50,45,23,60,36,34,56,38
RP23-184I13.4,4550,85,41,44,26,38,29,45,42,32,50,45,20,41,42
RP23-184I13.5,3625,36,22,36,34,31,14,30,34,29,30,8,14,30,28
RP23-184I13.6,3310,44,22,32,20,16,12,8,27,27,39,13,8,30,27
RP23-184I13.7,1017,14,7,6,12,11,8,5,2,9,13,4,8,4,8
RP23-184I13.8,330,16,12,12,2,1,0,18,8,10,3,6,2,5,8
RP23-184I13.1,1222,49,66,49,56,55,61,48,50,48,58,42,41,63,72
Gm18443,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm19123,651,0,2,0,0,0,0,0,0,1,0,1,0,0,2
Gm28378,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24064,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4931408C20Rik,4318,0,0,0,0,0,0,6,0,0,0,2,0,0,0
n-R5s209,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm19641,417,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm5524,2002,0,0,0,0,0,0,2,1,0,0,0,0,2,0
Gm18776,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm19028,1873,7,6,7,14,12,6,4,9,5,8,3,1,10,7
RP23-19M20.2,1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7846,274,17,8,7,3,3,10,6,9,3,5,6,4,5,3
Gm597,2887,4,8,12,12,0,2,20,15,7,15,7,2,10,23
Gm5697,2482,16,10,13,13,14,10,12,6,7,18,21,11,15,12
Gm6462,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18033,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25586,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22679,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23785,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir6342,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5525,1312,450,384,495,577,528,510,634,447,513,458,503,433,566,419
Gm7858,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23771,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm27430,107,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gm9898,1161,0,0,6,0,0,2,6,2,2,1,4,8,6,2
Gm6473,1210,110,97,113,162,124,135,140,96,153,103,125,109,129,148
Gm2914,328,0,0,0,0,0,2,0,0,3,0,0,0,0,0
Phf3,14190,7455,5490,6656,7644,7872,7648,9077,6420,7780,6849,7348,6426,9249,7032
RP24-172B22.6,2884,18,16,24,9,16,4,16,10,17,12,8,12,6,10
RP23-471J16.2,3035,31,20,30,24,6,27,35,31,26,35,31,24,32,22
Ptp4a1,5763,7920,6605,7592,8936,7960,8262,10664,7232,8162,8333,8551,7215,10265,7719
Gm5698,724,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Gm9458,727,0,0,0,0,0,0,0,0,0,0,4,0,3,0
Gm5699,723,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Gm29669,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28644,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm27362,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4931428L18Rik,1516,0,2,9,0,0,0,0,2,2,0,3,0,0,0
Gm29128,2858,0,0,0,0,2,0,0,2,2,0,0,0,1,2
Gm7893,225,2,0,0,0,0,2,0,2,1,0,1,0,0,1
Lgsn,1937,0,2,6,0,0,0,2,2,0,0,2,0,0,0
Pih1d3,1451,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Gm26145,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4850,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28645,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6489,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-342F15.1,1337,0,0,1,0,0,3,0,0,0,0,0,0,0,6
Gm10307,1513,60,41,43,47,53,66,80,66,74,81,67,52,69,41
Gm23032,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7910,835,0,1,1,0,0,0,2,0,2,0,7,0,0,1
Khdrbs2,10291,832,583,680,722,784,684,917,592,670,688,700,650,765,715
Gm25814,107,0,0,0,0,0,0,3,0,0,0,4,0,0,0
RP23-109J14.2,1809,22,13,29,14,6,18,26,28,17,23,13,12,5,17
RP23-109J14.3,1628,896,500,704,790,848,765,1067,901,889,895,860,620,916,824
RP23-109J14.5,1545,8,6,14,6,8,0,5,13,8,10,6,2,2,5
RP24-390L20.1,1437,0,5,7,14,7,2,19,11,6,4,0,4,3,3
RP24-390L20.5,3413,29,10,6,10,14,6,10,12,19,19,8,2,8,28
Gm5415,3609,36,20,15,18,21,7,61,33,18,31,16,9,16,19
Gm24732,63,0,0,0,0,2,0,0,0,2,1,0,0,2,0
RP23-28G12.2,2470,7,18,16,16,12,9,4,8,11,6,13,10,17,14
Gm23024,292,0,4,0,2,0,0,0,0,0,0,0,0,0,0
RP23-144E24.1,5007,2,0,2,0,0,1,0,0,0,0,0,0,0,0
Gm28624,2131,0,0,0,0,0,0,0,0,0,0,0,0,0,2
RP23-75G11.4,1221,299,217,241,274,344,277,353,312,344,277,304,216,327,290
Gm7114,1789,83,112,101,126,133,150,151,95,105,120,113,99,121,108
Gm4785,751,4,5,0,0,4,5,0,0,1,6,2,2,0,4
Gm24901,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-154N2.3,650,0,0,1,0,0,0,2,0,0,0,0,0,0,0
Gm2987,1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25792,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18799,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7933,2255,0,0,1,0,0,0,1,1,3,1,0,0,0,0
Gm23453,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prim2,5938,660,502,593,551,554,625,747,613,671,550,627,528,700,437
Gm29228,418,4,0,0,3,0,2,2,0,0,0,1,0,1,0
RP24-423J19.3,3075,17,3,0,2,4,3,16,8,12,11,4,4,6,2
Gm17813,328,0,0,2,0,4,0,4,0,4,4,0,0,1,1
RP24-423J19.1,889,7,34,21,32,29,18,27,35,35,42,29,41,29,19
RP24-423J19.7,2314,0,0,2,4,4,5,6,0,4,2,0,3,7,6
Rab23,8285,2717,2202,2363,2952,2505,2662,3362,2415,2823,2870,2778,2315,3405,2576
Bag2,3059,743,495,601,758,553,688,955,642,717,702,686,553,895,609
RP23-32P22.1,341,77,64,51,77,73,86,92,54,73,88,60,63,106,79
Zfp451,15839,5767,4747,5623,6371,6036,5634,6602,4766,6033,5629,5826,4913,7467,5981
Gm15455,2557,109,84,104,93,106,111,132,97,98,93,108,79,131,103
Bend6,3421,18716,12293,14215,15840,10674,14145,21079,14172,12295,14827,15180,13929,17237,13281
RP23-32P22.2,1628,68,36,59,47,86,46,39,44,48,77,72,54,81,76
Dst,38847,63029,42900,50609,60993,59841,57839,80344,60745,65560,68299,61749,57159,83172,68145
AC123072.1,23154,59709,40626,47968,57837,56590,54948,75520,57191,62100,64635,58390,54295,79029,64600
RP23-87D8.2,2384,14,4,23,9,9,6,10,14,6,7,10,3,6,16
Gm28631,334,0,0,0,0,0,0,0,0,0,0,3,1,0,0
Gm23792,93,6,3,0,0,0,0,0,0,0,0,0,2,2,0
RP23-87D8.4,1698,45,23,19,12,32,17,25,49,27,31,15,14,34,32
Undefined,7920,7952,5603,6585,7993,7547,7305,8958,7555,8378,8615,7957,7495,10697,9231
Gm26788,4782,1577,1217,1281,1520,1587,1493,1830,1591,1768,1755,1640,1486,2101,1864
RP24-422C24.2,2225,161,104,131,147,137,151,203,177,192,160,185,139,224,210
RP24-422C24.3,1247,1454,950,1144,1392,1372,1442,2040,1402,1437,1519,1379,1289,1855,1602
RP24-152H15.5,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-152H15.4,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5266,1162,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Gm3052,2937,429,175,241,310,353,377,456,450,333,441,383,272,206,244
mmu-mir-5103,6263,309,240,269,285,439,259,310,262,352,277,362,259,455,292
Mir5103,79,14,9,2,17,10,4,7,6,6,4,5,12,7,11
Ccdc115,2543,1494,1080,1178,1309,1415,1465,1895,1337,1462,1442,1392,1336,1540,1150
Gm28306,529,320,187,256,319,291,329,402,251,312,304,258,293,334,277
Imp4,8553,2212,1714,1953,2445,2368,2525,2936,2118,2373,2510,2319,2026,2837,2199
Ptpn18,6492,182,148,151,130,192,245,367,342,291,260,312,222,274,166
Gm28417,2409,109,81,91,71,128,127,202,202,202,142,179,121,176,109
4930568A12Rik,1298,9,5,0,4,7,4,0,8,14,10,4,2,4,6
Prss39,1333,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Gm28416,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cfc1,1040,4,0,0,4,1,0,2,0,0,2,2,0,0,0
Gm28419,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prss40,2105,8,0,0,2,0,5,1,0,0,1,2,2,0,0
1700101I19Rik,510,3,10,3,15,10,17,11,8,14,10,9,3,16,8
Amer3,4392,2706,2127,2921,3330,2644,2682,3314,2347,2917,2696,2396,2489,3350,2519
Gm28418,423,0,0,0,0,0,2,4,0,0,0,0,0,0,0
RP24-70I14.5,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-70I14.6,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,2
RP24-70I14.4,646,0,0,1,0,1,2,0,0,0,0,1,0,2,0
Arhgef4,9561,18611,16124,21578,23114,20659,19268,24708,19335,20867,20450,20016,16988,22836,18375
AC107766.1,945,371,283,346,337,347,462,530,532,474,423,438,384,587,470
RP23-166L24.2,148,1,2,3,2,0,0,6,5,1,5,1,0,0,2
RP23-348C6.5,355,4,5,1,0,3,2,0,2,4,2,0,5,2,0
RP23-348C6.3,2548,5907,4860,6606,7182,6444,5777,7351,5785,6210,6177,5918,5271,6876,5876
Fam168b,5219,25029,21332,25797,29937,27116,25875,32470,22605,25912,26997,25899,23031,31816,24499
RP23-348C6.1,3036,298,262,343,298,442,276,326,289,337,306,332,246,368,330
Plekhb2,7987,24193,17965,22326,26467,24267,25884,30022,20617,25092,23046,23124,21496,27938,20890
RP23-348C6.4,2137,2,0,2,0,0,0,1,0,0,0,0,1,0,2
RP23-348C6.6,229,19,13,13,23,26,22,26,15,14,21,65,14,34,19
RP23-348C6.7,436,1,0,0,1,0,1,1,1,0,0,2,0,1,2
RP23-309D5.1,235,1,0,2,0,0,1,0,0,0,0,0,0,0,0
Gm25096,129,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RP24-550I15.1,640,1,2,2,4,2,0,2,0,1,0,0,2,2,2
Gm25634,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28415,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-72B22.1,566,13,8,13,20,6,14,3,5,7,4,12,12,4,8
RP24-72B22.2,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-424K5.3,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-424K5.4,761,2,2,0,0,2,2,0,2,2,2,0,1,2,0
RP24-424K5.1,425,0,0,0,0,0,0,0,0,0,0,0,2,0,0
RP24-424K5.2,1372,2,0,1,0,0,0,0,7,0,0,2,0,2,2
Hs6st1,5542,4318,3521,4508,5577,4503,4428,6041,4098,4655,4952,4426,4131,5919,4458
RP24-424K5.5,447,696,576,815,893,736,676,1035,747,723,832,746,688,972,682
RP23-173H19.3,4340,31,36,40,22,51,37,41,50,59,44,40,18,60,35
Uggt1,12853,5698,4388,5240,6926,6359,6095,7167,5588,6462,6474,6288,5295,8317,5935
Mir6897,62,0,0,0,1,0,0,0,2,2,0,0,2,1,3
Neurl3,3217,86,76,89,116,134,180,239,258,248,180,211,122,159,91
Arid5a,12540,1117,672,1051,1045,809,994,1164,844,951,1082,1058,1005,1141,1148
RP23-134L6.5,713,8,5,12,6,11,6,8,14,9,12,10,9,6,8
Kansl3,6742,7412,5613,7055,9083,6787,7261,9484,7022,7497,7658,7577,6469,9000,7383
Mir6898,77,4,1,0,1,2,1,2,3,8,2,0,3,0,2
Fer1l5,6318,852,564,768,966,800,991,1054,884,824,958,900,692,1179,908
Lman2l,7359,3657,2561,3428,4176,3505,4049,4344,3516,3993,4105,3851,3113,5077,3541
Cnnm4,4829,1271,798,1103,1166,1251,1048,1304,902,1183,1054,1038,838,1429,1173
RP23-294I17.4,2159,16,10,10,17,6,9,11,4,15,10,10,4,20,14
Cnnm3,6420,3063,2086,2760,3860,2850,2979,3978,3222,3055,3267,3077,2748,3611,2996
RP23-294I17.6,269,31,14,19,46,26,37,44,36,38,39,36,38,54,37
Ankrd23,2697,299,159,226,287,271,295,388,286,252,308,300,226,326,295
ANKRD23,2327,432,230,344,416,332,437,540,390,380,405,410,398,424,367
Ankrd39,4654,932,544,743,847,655,799,935,691,785,690,775,762,801,657
Sema4c,4593,1398,1007,1341,1448,1481,1269,1978,1418,1633,1716,1567,1291,1681,1413
D430040D24Rik,2830,224,122,133,231,182,153,260,210,227,175,259,209,220,165
Fam178b,3190,25,14,19,15,18,24,34,33,26,40,36,18,17,21
Gm6428,345,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm24133,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cox5b,1552,11119,7777,9194,10208,9606,10401,12462,8527,9111,9026,9478,8357,10534,7724
Actr1b,4274,19635,16499,20449,24555,20883,20144,23806,17170,19898,19741,19916,18352,24917,18771
RP23-247A1.6,1181,29,44,29,48,53,40,40,33,46,28,52,42,62,40
RP23-247A1.7,1633,117,81,131,154,131,123,129,115,118,86,117,126,176,136
Zap70,2992,194,127,212,277,114,237,197,163,227,175,149,226,319,216
Gm18828,1012,3,0,2,2,0,0,4,3,8,3,2,4,0,4
Tmem131,9413,5967,4657,5876,7586,7388,7129,8011,6164,7951,7249,7538,6214,9227,7157
RP23-328J8.4,143,2,1,1,2,4,0,0,4,1,0,0,1,0,7
RP23-328J8.2,2413,8,4,9,11,6,9,10,15,19,8,6,5,14,13
RP23-328J8.3,3552,31,13,23,16,32,4,25,25,16,33,13,5,25,14
Rpl12-ps1,498,1,1,0,1,0,1,0,1,0,0,1,1,0,0
n-R5s210,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vwa3b,5386,157,215,284,279,61,254,280,209,184,222,202,160,210,238
RP23-259P18.1,992,11,3,0,9,13,15,8,2,6,4,5,10,4,13
Cnga3,3957,18,12,22,14,31,38,29,10,14,26,18,31,26,11
RP23-271C13.1,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inpp4a,10387,14667,10803,13446,15266,16272,14119,16199,11659,15422,14163,13307,13316,19121,14404
4930439A04Rik,861,14,3,18,16,11,3,0,12,24,15,10,8,8,11
RP23-271C13.2,534,6,12,11,2,5,0,8,10,8,8,6,2,6,15
Coa5,5220,6642,5579,6939,8220,9226,7666,9102,6649,7553,7725,7774,6714,8828,6722
Unc50,1579,2984,2264,2476,2846,2586,2886,3702,2576,2748,2579,2921,2541,3112,2347
Mgat4a,12881,3727,3373,3836,4618,4332,4179,5252,3834,4763,4630,4527,4082,5595,4408
RP23-285H9.2,2755,47,29,36,22,42,31,46,44,25,31,32,39,47,34
4930594C11Rik,1790,38,20,31,9,24,23,26,37,22,29,21,28,28,25
2010300C02Rik,5075,11580,11537,14237,17401,21234,15037,13142,11068,15402,12759,11990,12345,17248,12744
4930556I23Rik,560,42,29,52,50,95,27,53,50,57,43,39,23,44,65
RP23-402K6.2,1926,19,11,14,15,23,14,10,10,25,27,16,19,25,24
RP23-21P10.1,2218,29,35,69,28,25,21,27,29,32,36,29,19,46,53
Tsga10,10662,1547,1191,1359,1523,1515,1566,1655,1452,1503,1594,1596,1152,1931,1488
Gm26805,3089,173,109,147,174,201,177,202,135,190,174,148,157,212,206
Lipt1,2051,322,251,305,366,344,342,409,275,300,340,341,288,443,249
Mitd1,2770,561,425,433,571,620,576,716,520,521,545,595,460,674,422
Mrpl30,3226,3637,2657,2928,2967,3099,3254,3877,2845,2975,2887,3090,2741,3317,2285
Lyg2,2564,6,18,4,15,16,34,16,19,8,14,10,2,18,2
Gm15457,3990,2,2,0,0,0,0,0,0,0,3,0,3,0,2
Lyg1,888,0,0,0,0,0,0,0,0,0,2,0,1,0,0
Gm23409,237,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Txndc9,9102,3702,2671,2721,3292,3481,3706,4344,3119,3363,3158,3554,2842,3626,2565
Eif5b,9753,7309,5429,5983,7125,6887,7089,8426,6029,7068,6800,6489,6057,8282,6199
Rev1,6168,2917,2235,2494,3049,2941,2814,3502,2569,2663,2862,2772,2371,3254,2686
RP23-195A24.4,701,89,40,31,44,69,55,45,89,38,39,34,28,60,56
RP23-195A24.5,1848,2,2,0,0,2,0,0,0,0,0,0,0,0,0
Aff3,6579,4844,3803,4648,5862,6053,5013,5944,4156,5255,4932,4903,4322,5984,4699
Gm16150,912,39,19,34,37,28,49,46,42,35,22,41,40,47,31
Gm16151,639,2,2,7,1,5,0,6,7,5,11,10,3,4,7
Gm16152,1853,30,22,23,17,11,11,16,19,13,15,23,23,22,12
RP24-390D21.4,529,5,2,5,4,7,3,4,10,3,3,2,0,6,5
RP24-187B13.4,502,0,0,0,0,0,1,4,0,0,0,0,0,0,0
RP24-187B13.3,503,2,1,0,2,0,0,0,0,2,1,0,0,0,0
Lonrf2,7506,16333,13204,16040,21682,19878,18785,23599,16006,20380,18696,18362,16273,23007,17399
Chst10,11964,5755,4581,5573,6894,6624,5488,7134,4946,5563,5614,5711,5166,7088,5468
RP23-101P2.3,325,2,0,2,5,2,2,3,9,12,5,6,1,2,5
RP23-101P2.5,772,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Nms,1001,0,0,2,0,12,6,2,2,6,2,0,4,0,2
Pdcl3,4219,2144,1327,1459,1753,1805,1867,2565,1814,1835,1890,1887,1483,1875,1490
RP23-101P2.6,1639,127,69,116,84,138,112,141,110,92,126,112,74,163,102
RP24-226L19.1,1843,0,0,2,2,0,1,0,0,0,0,0,0,2,4
RP24-226L19.2,2087,238,182,149,173,191,182,225,147,200,204,175,250,327,243
Mir6349,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Npas2,4791,2237,2062,2562,2489,4367,2450,2486,1739,2647,2210,2091,2110,3275,2216
Gm20428,283,4,5,6,2,7,4,5,7,5,11,6,2,4,6
Gm3617,555,2,3,11,7,17,8,9,0,15,4,7,4,10,8
Rpl31,1662,8702,6542,7060,6924,8582,8147,9722,7676,7217,6908,7769,6852,7510,5445
Tbc1d8,5239,1680,1080,1555,1763,4370,1733,2268,1765,2159,1841,1895,1566,1984,1705
RP24-539E18.5,885,9,3,6,2,12,6,2,14,9,5,8,9,2,0
Gm24826,215,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cnot11,3508,2242,1847,2141,2636,2584,2364,2839,2040,2436,2265,2211,2136,2807,2080
Gm15832,1832,518,378,526,553,689,590,884,559,689,657,685,480,680,544
Snord89,110,21,17,9,9,20,21,21,15,18,21,22,11,32,17
Rnf149,2838,2070,1409,1920,2316,2249,2338,2958,2146,2349,2367,2420,1916,2544,2095
Gm23722,130,4,1,4,4,10,1,4,4,4,8,2,4,4,1
RP24-505E24.2,589,2,1,2,2,3,2,1,2,7,6,0,0,3,4
Creg2,6091,11174,10027,11619,14190,10427,12265,13815,9765,13155,12219,10861,10866,15655,12054
D930019O06Rik,3663,1204,1155,1365,1657,1218,1455,1382,1059,1558,1233,1245,1275,1688,1329
Rfx8,2139,28,17,22,24,14,19,30,24,14,38,21,26,26,26
Gm3646,352,0,0,0,0,0,0,0,0,0,0,2,2,0,0
1700066B17Rik,1068,4,0,6,0,0,4,0,0,2,2,0,3,0,3
Map4k4,9579,11954,8550,9925,11788,9933,10013,13773,10386,10647,11936,11762,9402,13458,10538
RP24-127D13.5,1330,42,48,50,70,62,60,55,44,53,47,45,46,47,41
Il1r2,1908,52,45,52,52,55,47,96,58,44,66,56,41,49,40
Gm16894,842,87,56,94,80,94,78,91,98,93,101,68,84,106,60
RP24-127D13.2,3071,0,0,0,0,0,0,3,0,0,2,1,0,0,2
RP24-317P24.2,3843,7273,4886,5896,5090,6323,4228,6080,6436,5349,6319,4860,4149,6275,6632
Il1r1,6363,528,451,543,679,492,794,983,834,743,830,725,429,731,551
RP24-317P24.1,6480,343,219,330,289,411,330,348,330,321,256,379,209,282,409
Il1rl2,6812,75,67,73,94,168,153,242,199,229,243,260,139,174,116
RP23-100P14.3,685,1,3,11,1,14,7,3,24,7,6,17,4,6,14
Il1rl1,6894,50,24,45,39,51,46,50,71,89,83,70,50,79,35
Il18r1,4817,6,4,13,14,18,32,50,18,13,27,16,4,26,24
Il18rap,6752,16,16,6,18,22,31,62,38,29,45,38,30,35,31
RP23-346B12.3,479,30,22,32,38,0,29,36,29,16,28,20,18,27,30
Slc9a4,4562,515,357,589,612,30,509,600,511,662,519,417,342,678,434
RP23-346B12.4,3947,61,56,75,65,4,42,61,60,90,50,44,22,72,42
Slc9a2,6984,1073,838,1040,1061,603,846,1250,1016,1133,993,1031,823,1300,1093
RP23-413K6.3,803,0,0,4,0,4,1,2,2,4,0,2,5,1,0
RP23-413K6.4,3261,354,287,299,408,320,419,505,443,527,408,404,305,492,326
Mfsd9,5125,530,420,440,587,482,623,731,603,741,582,621,410,734,498
Tmem182,2716,16,8,4,7,14,17,6,20,6,6,3,12,24,8
Gm5973,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-532K6.1,546,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Gm28634,2613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29260,3198,2,2,0,2,0,2,0,1,2,4,2,6,2,2
Gm5267,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8176,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9915,1383,0,2,0,0,0,0,4,0,4,1,4,10,5,0
Gm29664,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28175,399,9,15,6,15,12,13,15,10,13,12,14,7,10,14
Gm28140,1271,2,2,0,1,0,0,0,6,4,4,0,2,1,6
RP23-480H8.1,533,1,0,2,2,0,4,0,1,1,2,0,0,0,0
Pantr1,4458,2065,1924,1984,1422,1557,1188,1346,860,1155,1088,1158,1349,1866,1430
RP23-71K9.3,676,9,12,9,9,7,2,1,3,8,8,3,0,2,11
Gm20646,1316,272,214,296,285,330,190,306,210,307,256,244,188,317,216
Pou3f3,7409,8743,8248,10063,10983,9420,7773,10189,8301,8484,9240,8589,7231,10178,8742
Pantr2,1257,174,143,173,163,175,146,198,131,158,173,218,117,163,167
Gm28525,2170,99,139,135,168,185,97,165,110,129,154,106,82,132,145
Mrps9,5524,2213,1639,1902,2263,2289,2340,2649,2009,2265,2045,2055,1808,2448,1932
Gm23126,134,3,7,2,0,2,3,5,3,2,3,2,0,0,2
Gpr45,7238,1053,763,1061,1256,957,981,1355,961,1276,1138,1061,1085,1427,983
Gm24001,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tgfbrap1,10972,4946,3826,4683,5375,4779,4939,5828,4603,5225,5101,4981,4389,6427,4379
Gm28782,414,20,3,17,10,13,9,10,13,10,5,6,15,14,18
8430432A02Rik,1248,68,30,37,56,64,85,72,53,54,51,44,50,48,40
AI597479,3458,3272,2411,2869,3498,2990,3080,4015,2871,3347,3206,3116,2745,3762,2959
Fhl2,1897,1448,1623,1601,1633,2073,2202,1942,1448,2173,1767,1633,1653,2222,1647
Gm8210,483,11,1,1,7,9,6,6,9,8,4,10,5,3,0
Gm29040,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29610,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29041,380,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Nck2,4321,1923,1793,2143,2461,1885,2114,2394,1791,2310,2060,2011,1964,2680,2241
RP23-389C9.3,2491,13,11,3,8,3,3,4,4,2,6,4,4,1,6
RP23-435E15.3,1293,49,27,38,53,54,36,42,36,31,26,45,21,65,49
1500015O10Rik,902,368,709,114,708,120,1051,444,148,333,508,673,157,544,392
Gm29155,458,20,9,11,14,9,11,8,8,16,17,7,9,3,8
Gm29157,612,14,12,6,18,6,15,10,9,5,10,12,6,21,18
Gm29156,499,25,20,27,49,27,45,41,33,20,27,26,33,41,33
Uxs1,5097,3452,2774,3187,3650,3682,3574,4002,2877,3492,3310,3383,2994,3894,2925
Gm16103,1279,11,12,20,4,11,7,8,8,8,6,4,5,5,12
Gm19587,545,32,22,30,41,33,36,39,13,35,26,38,18,38,36
Gm8241,816,2,0,1,5,0,2,1,0,2,3,1,1,7,1
Gm26352,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24180,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpp2,10078,5497,3949,4753,5871,5618,6036,6610,4675,5578,5274,5259,5110,7122,4993
Mettl21c,4300,19,8,12,19,8,14,26,15,20,17,12,8,22,21
Gm15838,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8251,5985,4,4,7,0,4,0,10,0,2,8,2,4,0,4
Tex30,1926,338,255,246,290,291,301,410,253,315,245,285,246,368,290
Gm29247,676,222,191,171,267,271,244,303,280,263,249,246,183,307,239
Kdelc1,3199,596,435,543,691,673,694,825,665,667,732,767,518,894,613
Bivm,4206,2078,1644,1943,2107,1863,2064,2469,1882,2085,2140,2169,1835,2578,1769
Ercc5,5864,1723,1247,1413,1920,1955,1906,1950,1645,1755,1818,1691,1430,1775,1464
Mettl21e,3961,1,13,0,0,7,0,0,0,3,4,0,2,4,4
Gm15833,957,2,5,4,2,0,5,2,0,1,0,2,0,5,0
Gm5700,989,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Gm28893,1108,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Txn-ps1,309,74,72,5,52,68,82,2,1,13,67,9,4,5,3
Gulp1,3758,488,371,373,579,525,456,633,439,392,517,570,406,537,370
